4966,0,127,122,127
4967,0,127,122,127
4968,0,127,122,127
4969,0,127,122,127
4970,0,127,122,127
4971,0,127,122,127
4972,0,127,122,127
4973,0,127,122,127
4974,0,127,122,127
4975,0,127,122,127
4976,0,127,122,127
4977,0,127,122,127
4978,0,127,122,127
4979,0,127,122,127
4980,0,127,122,127
4981,0,127,122,127
4982,0,127,122,127
4983,0,127,122,127
4984,0,127,122,127
4985,0,127,122,127
4986,0,127,122,127
4987,0,127,122,127
4988,0,127,122,127
4989,0,127,122,127
4990,0,127,122,127
4991,0,127,122,127
4992,0,127,122,127
4993,0,127,122,127
4994,0,127,122,127
4995,0,127,122,127
4996,0,127,122,127
4997,0,127,122,127
4998,0,127,122,127
4999,0,127,122,127
5000,0,127,122,127
5001,0,127,122,127
5002,0,127,122,127
5003,0,127,122,127
5004,0,127,122,127
5005,0,127,122,127
5006,0,127,122,127
5007,0,127,122,127
5008,0,127,122,127
5009,0,127,122,127
5010,0,127,122,127
5011,0,127,122,127
5012,0,127,122,127
5013,0,127,122,127
5014,0,127,122,127
5015,0,127,122,127
5016,0,127,122,127
5017,0,127,122,127
5018,0,127,122,127
5019,0,127,122,127
5020,0,127,122,127
5021,0,127,122,127
5022,0,127,122,127
5023,0,127,122,127
5024,0,127,122,127
5025,0,127,122,127
5026,0,127,122,127
5027,0,127,122,127
5028,0,127,122,127
5029,0,127,122,127
5030,0,127,122,127
5031,0,127,122,127
5032,0,127,122,127
5033,0,127,122,127
5034,0,127,122,127
5035,0,127,122,127
5036,0,127,122,127
5037,0,127,122,127
5038,0,127,122,127
5039,0,127,122,127
5040,0,127,122,127
5041,0,127,122,127
5042,0,127,122,127
5043,0,127,122,127
5044,0,127,122,127
5045,0,127,122,127
5046,0,127,122,127
5047,0,127,122,127
5048,0,127,122,127
5049,0,127,122,127
5050,0,127,122,127
5051,0,127,122,127
5052,0,127,122,127
5053,0,127,122,127
5054,0,127,122,127
5055,0,127,122,127
5056,0,127,122,127
5057,0,127,122,127
5058,0,127,122,127
5059,0,127,122,127
5060,0,127,122,127
5061,0,127,122,127
5062,0,127,122,127
5063,0,127,122,127
5064,0,127,122,127
5065,0,127,122,127
5066,0,127,122,127
5067,0,127,122,127
5068,0,127,122,127
5069,0,127,122,127
5070,0,127,122,127
5071,0,127,122,127
5072,0,127,122,127
5073,0,127,122,127
5074,0,127,122,127
5075,0,127,122,127
5076,0,127,122,127
5077,0,127,122,127
5078,0,127,122,127
5079,0,127,122,127
5080,0,127,122,127
5081,0,127,122,127
5082,0,127,122,127
5083,0,127,122,127
5084,0,127,122,127
5085,0,127,122,127
5086,0,127,122,127
5087,0,127,122,127
5088,0,127,122,127
5089,0,127,122,127
5090,0,127,122,127
5091,0,127,122,127
5092,0,127,122,127
5093,0,127,122,127
